x_est y_est heading_est x_ref y_ref heading_ref magdwick gyro mag_x mag_y mag_z
0.450,0.000,0.305,0.452,-0.000,0.304,1.181,1.875,884.669,249.905,24.435
0.463,0.000,0.307,0.465,-0.000,0.305,1.182,1.997,886.479,244.493,43.635
0.475,0.000,0.309,0.477,-0.000,0.307,1.181,1.997,864.762,255.317,47.125
0.488,0.001,0.309,0.490,-0.000,0.309,1.182,2.747,875.620,237.277,47.125
0.514,0.001,0.312,0.515,-0.000,0.311,1.181,1.936,879.240,244.493,36.653
0.526,0.001,0.314,0.527,-0.000,0.312,1.182,1.936,881.050,246.297,38.398
0.539,0.001,0.314,0.540,-0.000,0.314,1.181,2.686,875.620,255.317,40.144
0.552,0.001,0.316,0.552,-0.000,0.314,1.181,1.936,886.479,255.317,43.635
0.577,0.001,0.319,0.577,-0.000,0.318,1.180,1.936,872.001,255.317,29.672
0.590,0.001,0.319,0.590,-0.000,0.319,1.179,2.747,872.001,255.317,29.672
0.602,0.001,0.321,0.602,-0.000,0.319,1.179,2.058,888.289,253.513,27.926
0.615,0.001,0.323,0.615,-0.000,0.321,1.180,1.936,872.001,244.493,43.635
0.640,0.001,0.324,0.640,-0.000,0.324,1.181,2.747,884.669,249.905,34.908
0.653,0.001,0.326,0.652,-0.000,0.324,1.180,1.997,875.620,255.317,33.162
0.665,0.001,0.328,0.665,-0.000,0.326,1.180,1.997,873.811,249.905,45.380
0.677,0.001,0.330,0.677,-0.000,0.328,1.180,1.997,868.381,248.101,29.672
0.703,0.001,0.331,0.702,-0.000,0.330,1.182,1.997,884.669,246.297,27.926
0.715,0.001,0.333,0.715,-0.000,0.331,1.184,2.058,882.860,240.885,47.125
0.728,0.000,0.335,0.727,-0.000,0.333,1.183,1.997,882.860,251.709,43.635
0.740,0.000,0.335,0.740,-0.000,0.335,1.183,2.686,882.860,251.709,43.635
0.765,0.001,0.338,0.765,-0.000,0.337,1.183,1.997,893.719,251.709,43.635
0.778,0.001,0.340,0.777,-0.000,0.338,1.184,2.058,882.860,248.101,40.144
0.791,0.001,0.340,0.790,-0.000,0.340,1.182,2.686,882.860,258.925,19.199
0.803,0.001,0.342,0.802,-0.000,0.340,1.182,2.058,884.669,246.297,45.380
0.828,0.001,0.345,0.827,-0.000,0.344,1.182,2.058,870.191,246.297,41.889
0.841,0.001,0.345,0.840,-0.000,0.345,1.180,2.747,879.240,258.925,26.181
0.853,0.001,0.347,0.852,-0.000,0.345,1.182,1.936,891.909,246.297,34.908
0.866,0.001,0.349,0.865,-0.000,0.347,1.181,2.058,873.811,249.905,38.398
0.891,0.001,0.351,0.890,-0.000,0.351,1.182,2.747,873.811,246.297,38.398
0.903,0.001,0.352,0.902,-0.000,0.351,1.182,2.058,879.240,248.101,36.653
0.916,0.001,0.354,0.915,-0.000,0.352,1.182,1.875,877.430,253.513,34.908
0.928,0.001,0.356,0.927,-0.000,0.354,1.184,2.058,879.240,237.277,29.672
0.953,0.001,0.358,0.952,-0.000,0.356,1.185,1.997,877.430,246.297,34.908
0.965,0.000,0.359,0.965,-0.000,0.358,1.186,2.058,873.811,239.081,52.361
0.977,0.000,0.361,0.977,-0.000,0.359,1.185,1.936,873.811,246.297,38.398
0.990,0.000,0.361,0.990,-0.000,0.361,1.186,2.747,890.099,244.493,47.125
1.015,0.000,0.365,1.015,-0.000,0.363,1.185,2.058,859.332,249.905,31.417
1.027,0.000,0.366,1.027,-0.000,0.365,1.183,1.875,868.381,255.317,29.672
1.039,0.000,0.366,1.040,-0.000,0.366,1.181,2.747,868.381,255.317,29.672
1.052,0.000,0.368,1.052,-0.000,0.366,1.182,1.936,879.240,248.101,50.616
1.077,0.001,0.371,1.077,-0.000,0.370,1.181,1.875,890.099,258.925,29.672
1.090,0.001,0.371,1.090,-0.000,0.371,1.182,2.869,875.620,240.885,43.635
1.102,0.001,0.373,1.102,-0.000,0.371,1.180,1.936,879.240,262.533,43.635
1.115,0.001,0.375,1.115,-0.000,0.373,1.182,2.058,884.669,242.689,27.926
