x_est y_est heading_est x_ref y_ref heading_ref magdwick gyro mag_x mag_y mag_z
0.320 -0.005 0.251 0.320 -0.001 0.249 1.185 2.119 875.620 248.101 43.635
0.307 -0.005 0.251 0.307 -0.001 0.251 1.184 2.747 877.430 253.513 38.398
0.295 -0.005 0.253 0.295 -0.001 0.251 1.183 2.180 862.952 246.297 38.398
0.282 -0.005 0.254 0.282 -0.001 0.253 1.182 2.119 870.191 257.121 34.908
0.270 -0.005 0.256 0.270 -0.001 0.254 1.180 2.058 875.620 258.925 36.653
0.257 -0.005 0.256 0.257 -0.001 0.256 1.180 2.747 870.191 246.297 48.871
0.245 -0.004 0.258 0.245 -0.001 0.256 1.182 2.119 875.620 240.885 33.162
0.232 -0.004 0.260 0.232 -0.001 0.258 1.183 1.997 872.001 240.885 50.616
0.220 -0.004 0.262 0.220 -0.001 0.260 1.184 2.058 873.811 239.081 52.361
0.207 -0.004 0.262 0.207 -0.001 0.262 1.182 2.808 862.952 253.513 34.908
0.195 -0.004 0.264 0.195 -0.001 0.262 1.181 2.119 868.381 255.317 26.181
0.182 -0.004 0.265 0.182 -0.001 0.264 1.182 2.058 884.669 242.689 45.380
0.170 -0.004 0.267 0.170 -0.001 0.265 1.183 2.119 884.669 242.689 45.380
0.157 -0.004 0.267 0.157 -0.001 0.267 1.184 2.686 875.620 244.493 43.635
0.145 -0.004 0.269 0.145 -0.001 0.267 1.184 2.180 866.571 239.081 45.380
0.132 -0.004 0.271 0.132 -0.001 0.269 1.185 2.058 882.860 244.493 36.653
0.120 -0.004 0.273 0.120 -0.000 0.271 1.183 2.058 881.050 257.121 38.398
0.107 -0.004 0.273 0.108 -0.000 0.273 1.184 2.808 886.479 244.493 33.162
0.095 -0.004 0.275 0.096 -0.000 0.273 1.184 2.180 882.860 248.101 40.144
0.082 -0.004 0.276 0.085 -0.000 0.275 1.183 1.997 891.909 257.121 41.889
0.070 -0.004 0.278 0.075 -0.000 0.276 1.185 2.119 879.240 237.277 40.144
0.059 -0.004 0.278 0.065 -0.000 0.278 1.183 2.869 872.001 251.709 47.125
0.048 -0.004 0.280 0.056 -0.000 0.278 1.184 2.058 866.571 239.081 48.871
0.038 -0.004 0.282 0.048 -0.000 0.280 1.186 2.058 884.669 239.081 45.380
0.030 -0.004 0.284 0.040 -0.000 0.282 1.183 2.119 879.240 258.925 36.653
0.021 -0.004 0.284 0.033 -0.000 0.284 1.183 2.808 884.669 249.905 45.380
0.014 -0.004 0.285 0.026 -0.000 0.284 1.182 2.119 881.050 253.513 38.398
0.007 -0.004 0.287 0.020 -0.000 0.285 1.186 2.058 872.001 222.846 36.653
0.001 -0.004 0.289 0.015 -0.000 0.287 1.187 2.058 888.289 242.689 41.889
-0.004 -0.004 0.289 0.010 -0.000 0.289 1.186 2.869 888.289 253.513 24.435
-0.009 -0.004 0.291 0.006 -0.000 0.289 1.188 1.997 879.240 230.061 47.125
-0.012 -0.003 0.293 0.003 -0.000 0.291 1.187 2.119 873.811 249.905 48.871
-0.016 -0.003 0.294 0.000 -0.000 0.293 1.190 1.997 881.050 224.649 45.380
-0.018 -0.003 0.294 -0.002 0.000 0.294 1.189 2.808 864.762 240.885 47.125
-0.020 -0.002 0.296 -0.004 0.000 0.294 1.186 2.058 881.050 260.729 38.398
-0.022 -0.002 0.298 -0.005 0.000 0.296 1.185 2.119 873.811 249.905 48.871
-0.022 -0.003 0.300 -0.005 0.000 0.298 1.186 2.058 873.811 242.689 59.343
-0.022 -0.003 0.300 -0.005 0.000 0.300 1.187 2.747 888.289 242.689 41.889
-0.022 -0.003 0.302 -0.022 -0.003 0.300 1.187 2.058 884.669 246.297 38.398
-0.023 -0.003 0.302 -0.022 -0.003 0.300 1.186 2.808 890.099 248.101 40.144
-0.024 -0.003 0.303 -0.022 -0.003 0.299 1.187 1.936 877.430 242.689 38.398
-0.025 -0.003 0.305 -0.021 -0.003 0.297 1.186 1.752 872.001 251.709 47.125
