x_est y_est heading_est x_ref y_ref heading_ref magdwick gyro mag_x mag_y mag_z
1.506 1.345 0.271 1.671 1.671 0.271 1.001 1.038 904.577 370.770 43.635
1.518 1.359 0.271 1.679 1.679 0.271 1.015 -9.277 919.056 374.378 43.635
1.530 1.372 0.281 1.688 1.688 0.271 1.001 11.414 893.719 367.162 19.199
1.541 1.387 0.291 1.697 1.697 0.281 0.986 11.780 888.289 368.966 38.398
1.553 1.400 0.291 1.706 1.706 0.291 1.001 -9.766 895.528 379.789 38.398
1.565 1.414 0.291 1.715 1.715 0.291 1.015 -9.949 884.669 379.789 27.926
1.576 1.428 0.305 1.724 1.724 0.291 1.002 15.930 891.909 383.397 27.926
1.588 1.441 0.310 1.732 1.732 0.305 0.986 6.104 891.909 383.397 27.926
1.599 1.454 0.310 1.741 1.741 0.310 0.999 -8.606 875.620 359.946 26.181
1.610 1.467 0.310 1.750 1.750 0.310 1.005 4.028 870.191 361.750 17.454
1.622 1.481 0.333 1.759 1.759 0.310 0.985 25.452 848.473 368.966 13.963
1.633 1.494 0.343 1.768 1.768 0.333 0.972 12.329 870.191 365.358 17.454
1.644 1.507 0.343 1.777 1.777 0.343 0.980 1.465 861.142 367.162 15.708
1.656 1.520 0.343 1.785 1.785 0.343 0.993 -2.747 846.663 370.770 19.199
1.667 1.533 0.364 1.794 1.794 0.343 0.978 23.987 837.614 361.750 24.435
1.678 1.547 0.372 1.803 1.803 0.364 0.976 9.033 835.805 363.554 29.672
1.689 1.559 0.372 1.812 1.812 0.372 1.000 -16.785 832.185 356.338 15.708
1.700 1.572 0.372 1.821 1.821 0.372 0.989 11.475 832.185 363.554 19.199
1.711 1.585 0.375 1.830 1.830 0.372 0.972 3.174 826.756 354.534 27.926
1.723 1.597 0.376 1.838 1.838 0.375 0.968 0.671 826.756 354.534 27.926
1.734 1.610 0.376 1.847 1.847 0.376 0.975 -5.859 824.946 359.946 26.181
1.745 1.623 0.376 1.856 1.856 0.376 0.980 1.160 817.707 341.906 26.181
1.756 1.635 0.376 1.865 1.865 0.376 0.984 0.732 799.608 359.946 33.162
1.767 1.648 0.375 1.874 1.874 0.376 0.986 -1.526 808.657 365.358 41.889
