x_est,y_est,heading_est,x_ref,y_ref,heading_ref,magdwick,gyro,mag_x,mag_y,mag_z
1.935,0.000,0.421,1.916,-0.000,0.419,1.177,2.058,862.952,246.297,48.871
1.947,0.000,0.422,1.929,-0.000,0.421,1.177,1.997,877.430,253.513,48.871
1.959,0.000,0.422,1.941,-0.000,0.422,1.177,2.747,882.860,255.317,33.162
1.983,0.001,0.426,1.963,-0.000,0.424,1.176,2.058,879.240,258.925,40.144
1.994,0.001,0.428,1.972,-0.000,0.426,1.177,1.997,886.479,251.709,40.144
2.004,0.001,0.428,1.980,-0.000,0.428,1.179,2.808,881.050,242.689,31.417
2.013,0.001,0.429,1.987,-0.000,0.428,1.182,1.997,873.811,231.865,34.908
2.026,0.001,0.433,1.997,-0.000,0.431,1.181,1.997,882.860,255.317,47.125
2.030,0.001,0.433,2.000,0.000,0.433,1.183,2.747,877.430,239.081,45.380
2.034,0.001,0.434,2.002,0.000,0.433,1.181,1.997,881.050,260.729,45.380
2.036,0.001,0.436,2.003,0.000,0.434,1.180,1.997,882.860,255.317,40.144
2.038,0.002,0.438,2.004,0.000,0.438,1.180,2.747,882.860,255.317,36.653
