x_est y_est heading_est x_ref y_ref heading_ref magdwick gyro mag_x mag_y mag_z
0.665 0.000 0.177 0.656 0.000 0.175 1.175 1.997 886.479 251.709 33.162
0.653 0.001 0.179 0.645 0.000 0.177 1.175 2.119 872.001 255.317 33.162
0.641 0.001 0.179 0.634 0.000 0.179 1.176 2.747 882.860 251.709 36.653
0.629 0.000 0.180 0.623 0.000 0.179 1.178 2.119 884.669 242.689 27.926
0.617 0.000 0.182 0.611 0.000 0.180 1.178 2.058 881.050 253.513 52.361
0.606 0.000 0.184 0.600 0.000 0.182 1.178 2.180 875.620 248.101 50.616
0.594 -0.000 0.184 0.589 0.000 0.184 1.176 2.747 882.860 269.748 40.144
0.582 -0.000 0.186 0.578 0.000 0.184 1.176 2.119 873.811 249.905 38.398
0.570 -0.000 0.188 0.566 0.000 0.186 1.178 2.058 872.001 244.493 33.162
0.558 -0.001 0.190 0.555 0.000 0.188 1.176 2.119 875.620 258.925 43.635
0.546 -0.001 0.190 0.544 0.000 0.190 1.176 2.808 888.289 260.729 41.889
0.534 -0.001 0.191 0.533 0.000 0.190 1.176 2.180 873.811 253.513 45.380
0.523 -0.001 0.193 0.521 0.000 0.191 1.176 2.180 877.430 249.905 31.417
0.511 -0.001 0.195 0.510 0.000 0.193 1.178 2.058 890.099 248.101 50.616
0.500 -0.001 0.195 0.499 0.000 0.195 1.179 2.808 890.099 248.101 50.616
0.488 -0.001 0.197 0.488 0.000 0.195 1.179 2.119 875.620 248.101 36.653
0.477 -0.001 0.199 0.476 0.000 0.197 1.177 2.058 881.050 267.944 38.398
0.465 -0.001 0.201 0.465 0.000 0.199 1.178 2.058 870.191 246.297 34.908
0.454 -0.001 0.201 0.454 0.000 0.201 1.178 2.930 882.860 251.709 33.162
0.443 -0.001 0.202 0.443 0.000 0.201 1.175 2.119 877.430 267.944 41.889
0.431 -0.000 0.204 0.431 0.000 0.202 1.176 2.119 875.620 251.709 29.672
0.420 -0.001 0.206 0.420 0.000 0.204 1.176 2.058 872.001 251.709 47.125
0.409 -0.000 0.206 0.409 0.000 0.206 1.175 2.930 895.528 267.944 45.380
0.397 -0.000 0.208 0.398 0.000 0.206 1.174 2.058 881.050 260.729 41.889
0.386 -0.000 0.210 0.386 0.000 0.208 1.174 2.180 890.099 258.925 36.653
0.374 -0.000 0.212 0.375 0.000 0.210 1.174 2.058 877.430 257.121 34.908
0.363 -0.000 0.212 0.364 0.000 0.212 1.174 2.869 877.430 257.121 34.908
0.351 -0.001 0.213 0.353 0.000 0.212 1.173 1.997 891.909 264.336 38.398
0.340 -0.001 0.215 0.341 0.000 0.213 1.175 2.119 888.289 249.905 41.889
0.328 -0.001 0.217 0.330 0.000 0.215 1.173 2.058 875.620 262.533 29.672
0.317 -0.001 0.217 0.319 0.000 0.217 1.173 2.808 888.289 260.729 34.908
0.305 -0.001 0.219 0.308 0.000 0.217 1.175 2.058 886.479 248.101 43.635
0.294 -0.001 0.221 0.296 0.000 0.219 1.178 2.180 881.050 239.081 38.398
0.283 -0.001 0.223 0.285 0.000 0.221 1.177 2.119 868.381 255.317 40.144
0.271 -0.001 0.223 0.274 0.000 0.223 1.179 2.808 890.099 244.493 47.125
0.260 -0.001 0.224 0.263 0.000 0.223 1.179 2.058 877.430 249.905 38.398
0.249 -0.001 0.226 0.251 0.000 0.224 1.178 2.058 868.381 251.709 36.653
0.238 -0.001 0.228 0.240 0.000 0.226 1.178 2.058 882.860 255.317 43.635
0.226 -0.001 0.228 0.229 0.000 0.228 1.178 2.930 882.860 255.317 43.635
0.215 -0.001 0.230 0.218 0.000 0.228 1.177 2.119 875.620 255.317 43.635
0.204 -0.001 0.232 0.206 0.000 0.230 1.178 2.180 872.001 244.493 43.635
0.193 -0.001 0.233 0.195 0.000 0.232 1.178 1.997 881.050 257.121 31.417
0.181 -0.001 0.233 0.184 0.000 0.233 1.177 2.930 877.430 257.121 45.380
0.170 -0.001 0.235 0.173 0.000 0.233 1.177 1.997 884.669 257.121 38.398
0.159 -0.001 0.237 0.161 0.000 0.235 1.176 2.180 884.669 257.121 41.889
0.148 -0.001 0.239 0.150 0.000 0.237 1.176 2.119 882.860 255.317 29.672
0.137 -0.000 0.239 0.140 0.000 0.239 1.177 2.747 868.381 248.101 36.653
0.126 -0.000 0.241 0.130 0.000 0.239 1.177 2.180 875.620 248.101 57.598
0.116 -0.000 0.243 0.122 0.000 0.241 1.177 2.058 897.338 258.925 40.144
0.107 -0.001 0.244 0.114 0.000 0.243 1.177 2.119 893.719 258.925 36.653
0.099 -0.001 0.244 0.108 0.000 0.244 1.177 2.808 893.719 258.925 36.653
0.092 -0.001 0.246 0.103 0.000 0.244 1.177 2.058 877.430 249.905 31.417
0.088 -0.001 0.248 0.099 0.000 0.246 1.178 2.119 875.620 251.709 43.635
0.084 -0.001 0.250 0.096 0.000 0.248 1.178 2.119 881.050 253.513 34.908
0.081 -0.001 0.250 0.095 0.000 0.250 1.179 2.869 877.430 246.297 48.871
0.079 -0.001 0.252 0.094 0.000 0.250 1.178 2.058 884.669 260.729 41.889
0.078 -0.001 0.254 0.094 0.000 0.252 1.176 2.119 891.909 264.336 41.889
0.078 -0.001 0.254 0.078 -0.001 0.254 1.176 2.869 877.430 257.121 38.398
0.077 -0.001 0.255 0.078 -0.001 0.253 1.175 2.119 886.479 258.925 40.144
0.076 -0.001 0.257 0.079 -0.001 0.253 1.176 2.119 879.240 251.709 29.672
0.075 -0.001 0.259 0.081 -0.001 0.251 1.176 2.180 882.860 255.317 50.616
0.075 -0.001 0.259 0.083 -0.001 0.247 1.177 2.747 897.338 251.709 54.107
0.076 -0.001 0.261 0.087 -0.001 0.241 1.179 2.119 890.099 248.101 33.162
0.078 -0.001 0.263 0.092 -0.001 0.232 1.180 2.119 890.099 248.101 33.162
0.083 -0.002 0.265 0.099 -0.001 0.221 1.178 2.119 875.620 262.533 26.181
0.089 -0.002 0.265 0.106 -0.001 0.207 1.178 2.808 891.909 253.513 59.343
0.096 -0.002 0.267 0.114 -0.001 0.192 1.178 2.058 879.240 251.709 40.144
0.104 -0.002 0.268 0.124 -0.001 0.175 1.178 2.180 877.430 249.905 38.398
0.114 -0.002 0.270 0.135 -0.001 0.157 1.179 1.997 877.430 249.905 38.398
0.124 -0.002 0.270 0.146 -0.001 0.140 1.178 2.869 891.909 260.729 38.398
0.136 -0.002 0.272 0.157 -0.001 0.122 1.179 2.119 870.191 246.297 31.417
0.148 -0.002 0.274 0.168 -0.001 0.105 1.178 2.058 881.050 253.513 45.380
0.160 -0.002 0.276 0.179 -0.001 0.087 1.177 2.119 888.289 260.729 38.398
0.172 -0.002 0.276 0.191 -0.001 0.071 1.177 2.869 870.191 253.513 45.380
0.184 -0.002 0.277 0.202 -0.001 0.055 1.175 2.058 882.860 266.140 54.107
0.196 -0.001 0.279 0.213 -0.001 0.042 1.174 2.058 882.860 266.140 54.107
0.208 -0.001 0.281 0.224 -0.001 0.030 1.175 2.119 873.811 249.905 31.417
0.219 -0.001 0.281 0.236 -0.001 0.022 1.174 2.930 886.479 258.925 43.635
0.232 -0.001 0.283 0.247 -0.001 0.015 1.174 2.058 875.620 255.317 33.162
0.244 -0.001 0.285 0.258 -0.001 0.011 1.174 2.119 888.289 260.729 31.417
0.256 -0.001 0.287 0.269 -0.001 0.009 1.174 2.119 877.430 253.513 38.398
0.268 -0.001 0.287 0.281 -0.001 0.009 1.175 2.808 882.860 251.709 43.635
0.280 -0.001 0.288 0.292 -0.001 0.009 1.177 2.119 882.860 248.101 43.635
0.292 -0.001 0.290 0.303 -0.001 0.288 1.178 2.058 877.430 246.297 41.889
0.304 -0.001 0.292 0.314 -0.001 0.290 1.179 2.119 891.909 249.905 10.472
0.316 -0.001 0.292 0.326 -0.001 0.292 1.176 2.991 868.381 266.140 57.598
0.328 -0.001 0.294 0.337 -0.001 0.292 1.176 2.668 873.811 249.905 48.871
0.340 -0.001 0.296 0.348 -0.001 0.294 1.179 1.691 904.577 240.885 22.690
0.352 -0.001 0.297 0.359 -0.001 0.296 1.179 1.752 881.050 253.513 45.380
0.364 -0.001 0.297 0.371 -0.001 0.297 1.180 2.930 893.719 248.101 50.616
0.376 -0.001 0.299 0.382 -0.001 0.297 1.177 2.119 881.050 267.944 24.435
0.388 -0.001 0.301 0.393 -0.001 0.299 1.176 2.119 904.577 266.140 33.162
0.400 -0.000 0.303 0.404 -0.001 0.301 1.177 1.936 877.430 249.905 41.889
0.412 -0.000 0.303 0.416 -0.001 0.303 1.177 2.991 882.860 251.709 33.162
0.424 -0.000 0.305 0.427 -0.001 0.303 1.178 1.997 886.479 244.493 33.162
0.435 -0.000 0.306 0.438 -0.001 0.305 1.177 2.180 886.479 258.925 40.144
0.447 -0.000 0.308 0.449 -0.001 0.306 1.177 1.936 877.430 257.121 45.380
0.459 -0.000 0.308 0.461 -0.001 0.308 1.177 2.869 882.860 251.709 43.635
0.470 -0.000 0.310 0.472 -0.001 0.308 1.178 1.997 886.479 251.709 33.162
0.482 0.000 0.312 0.483 -0.001 0.310 1.178 2.241 886.479 251.709 33.162
0.494 0.000 0.314 0.494 -0.001 0.312 1.179 2.058 881.050 249.905 55.852
0.505 0.000 0.314 0.506 -0.001 0.314 1.178 2.808 891.909 260.729 34.908
0.517 0.000 0.315 0.517 -0.001 0.314 1.178 2.119 879.240 251.709 47.125
0.528 0.000 0.317 0.528 -0.001 0.315 1.179 2.058 879.240 248.101 33.162
