x_est y_est heading_est x_ref y_ref heading_ref magdwick gyro mag_x mag_y mag_z
0.573 0.003 0.228 0.582 0.001 0.226 0.709 2.058 642.155 610.695 66.325
0.597 0.003 0.228 0.603 0.001 0.228 0.713 2.747 647.584 616.107 57.598
0.620 0.003 0.230 0.624 0.001 0.228 0.710 1.997 640.345 612.499 61.088
0.643 0.003 0.232 0.645 0.001 0.230 0.715 1.936 647.584 616.107 61.088
0.667 0.004 0.233 0.667 0.001 0.232 0.711 2.058 656.633 621.519 69.815
0.690 0.004 0.233 0.688 0.001 0.233 0.707 2.747 633.106 634.147 64.579
0.713 0.004 0.235 0.709 0.001 0.233 0.700 2.058 633.106 623.323 82.033
0.736 0.004 0.237 0.730 0.001 0.235 0.706 2.119 642.155 614.303 62.834
0.759 0.004 0.239 0.752 0.001 0.237 0.700 1.997 629.486 623.323 68.070
0.782 0.003 0.239 0.773 0.001 0.239 0.702 2.686 629.486 623.323 68.070
0.805 0.003 0.241 0.794 0.001 0.239 0.707 1.997 645.775 617.911 66.325
0.827 0.003 0.242 0.815 0.001 0.241 0.704 1.936 627.676 617.911 69.815
0.850 0.003 0.244 0.837 0.001 0.242 0.704 1.997 634.916 621.519 66.325
0.873 0.003 0.244 0.858 0.001 0.244 0.707 2.808 647.584 630.539 68.070
0.895 0.003 0.246 0.879 0.001 0.244 0.702 2.058 627.676 614.303 62.834
0.918 0.003 0.248 0.900 0.001 0.246 0.699 1.997 638.535 632.343 73.306
0.940 0.003 0.249 0.922 0.001 0.248 0.700 2.058 634.916 625.127 69.815
0.962 0.003 0.249 0.943 0.001 0.249 0.704 2.747 642.155 603.480 73.306
0.984 0.003 0.251 0.964 0.001 0.249 0.710 1.936 647.584 608.891 68.070
1.007 0.002 0.253 0.985 0.001 0.251 0.707 1.997 640.345 619.715 75.051
1.029 0.002 0.255 1.007 0.001 0.253 0.704 2.119 633.106 619.715 78.542
1.050 0.002 0.255 1.028 0.001 0.255 0.704 2.808 633.106 619.715 78.542
1.072 0.002 0.256 1.049 0.001 0.255 0.702 1.936 627.676 614.303 55.852
1.094 0.002 0.258 1.070 0.001 0.256 0.703 1.997 624.057 614.303 48.871
1.115 0.001 0.260 1.092 0.001 0.258 0.697 1.997 618.627 619.715 54.107
1.137 0.001 0.260 1.113 0.001 0.260 0.700 2.869 634.916 621.519 66.325
1.158 0.001 0.262 1.134 0.001 0.260 0.696 1.997 627.676 621.519 52.361
1.180 0.001 0.263 1.155 0.001 0.262 0.700 2.058 640.345 616.107 64.579
1.201 0.001 0.265 1.177 0.001 0.263 0.696 1.936 633.106 623.323 57.598
1.222 0.001 0.265 1.198 0.001 0.265 0.700 2.747 642.155 625.127 80.288
1.244 0.001 0.267 1.219 0.001 0.265 0.702 1.997 642.155 628.735 59.343
1.265 0.001 0.268 1.240 0.001 0.267 0.708 1.936 649.394 614.303 62.834
1.285 0.001 0.270 1.262 0.001 0.268 0.709 1.936 649.394 632.343 73.306
1.306 0.001 0.270 1.283 0.000 0.270 0.707 2.869 642.155 621.519 87.269
1.327 0.001 0.272 1.304 0.000 0.270 0.706 1.997 633.106 608.891 57.598
1.348 0.000 0.274 1.325 0.000 0.272 0.698 1.997 636.726 634.147 61.088
1.368 0.000 0.275 1.347 0.000 0.274 0.701 1.936 629.486 612.499 68.070
1.389 0.000 0.275 1.368 0.000 0.275 0.703 2.686 636.726 616.107 68.070
1.410 0.000 0.277 1.389 0.000 0.275 0.701 1.997 633.106 626.931 68.070
1.430 -0.000 0.279 1.410 0.000 0.277 0.705 1.997 634.916 614.303 69.815
1.451 -0.000 0.281 1.432 0.000 0.279 0.708 1.997 634.916 610.695 52.361
1.471 -0.000 0.281 1.453 0.000 0.281 0.710 2.808 645.775 614.303 59.343
1.492 -0.000 0.282 1.474 0.000 0.281 0.706 1.997 631.296 621.519 59.343
1.512 -0.000 0.284 1.495 0.000 0.282 0.711 1.997 634.916 599.872 73.306
1.533 -0.000 0.286 1.517 0.000 0.284 0.712 2.058 642.155 614.303 66.325
1.553 -0.000 0.286 1.537 0.000 0.286 0.709 2.747 638.535 614.303 62.834
1.573 -0.001 0.288 1.558 0.000 0.286 0.712 1.997 647.584 612.499 68.070
1.593 -0.001 0.289 1.577 0.000 0.288 0.711 1.936 640.345 619.715 71.561
1.612 -0.001 0.291 1.595 0.000 0.289 0.708 1.997 631.296 617.911 59.343
1.630 -0.001 0.291 1.612 0.000 0.291 0.705 2.808 627.676 621.519 83.778
1.646 -0.001 0.293 1.627 0.000 0.291 0.702 1.997 625.867 619.715 68.070
1.661 -0.001 0.295 1.640 0.000 0.293 0.697 2.058 624.057 625.127 73.306
1.674 -0.001 0.296 1.652 0.000 0.295 0.697 1.936 631.296 621.519 76.797
1.686 -0.001 0.296 1.662 0.000 0.296 0.700 2.808 636.726 623.323 54.107
1.695 -0.000 0.298 1.671 0.000 0.296 0.699 2.058 629.486 616.107 78.542
1.703 -0.000 0.300 1.678 0.000 0.298 0.701 1.997 643.965 630.539 75.051
1.710 -0.000 0.301 1.684 0.000 0.300 0.705 1.997 645.775 621.519 55.852
1.715 -0.000 0.301 1.688 0.000 0.301 0.702 2.747 627.676 617.911 62.834
1.718 0.000 0.303 1.690 0.000 0.301 0.706 1.997 638.535 610.695 62.834
1.720 0.000 0.305 1.691 0.000 0.303 0.705 1.997 633.106 616.107 57.598
1.720 0.000 0.307 1.691 0.000 0.305 0.706 2.058 633.106 612.499 71.561
1.720 0.000 0.307 1.689 0.000 0.307 0.709 2.808 633.106 608.891 64.579
1.717 0.000 0.309 1.685 0.000 0.307 0.705 2.058 638.535 621.519 55.852
1.713 0.000 0.310 1.681 0.000 0.309 0.706 2.058 647.584 612.499 61.088
1.708 0.000 0.312 1.676 0.000 0.310 0.707 1.997 645.775 625.127 69.815
